case_type,people_total_tested_count,cases,difference,date,combined_key,country_region,province_state,admin2,iso2,iso3,fips,lat,long,population_count,people_hospitalized_cumulative_count,data_source,prep_flow_runtime
Confirmed,,1530,76,2020-04-09,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,44,4,2020-04-11,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,5,2,2020-03-12,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,1847,43,2020-04-14,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-02,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-01,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,201,46,2020-03-23,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-02-21,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-01-27,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-02-18,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,484,71,2020-03-29,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,3,1,2020-03-05,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,10,2,2020-03-14,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,102,2,2020-04-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-02-19,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,7,1,2020-03-29,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-10,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-28,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,6,3,2020-03-28,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-02-01,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2268,55,2020-04-20,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-20,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-01-31,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,1628,98,2020-04-10,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-04,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-02,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-01-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,515,31,2020-03-30,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,72,1,2020-04-21,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,71,0,2020-04-20,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,96,24,2020-04-22,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,16,6,2020-03-15,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,16,1,2020-04-03,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-13,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2943,117,2020-04-25,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-08,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-05,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2826,183,2020-04-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-03-02,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-01-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-02-04,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,55,39,2020-03-16,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,1,0,2020-03-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-16,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2158,71,2020-04-18,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-03-04,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,3,1,2020-03-26,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-01,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-07,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-27,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-18,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-02-25,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-01-23,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,17,1,2020-04-04,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-01-25,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,1,2020-02-13,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-22,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2213,55,2020-04-19,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-02-03,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,7,0,2020-03-31,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,100,4,2020-04-23,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-01-28,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-01-22,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-01-22,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-17,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-02-03,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,45,0,2020-04-13,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,55,0,2020-03-17,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,45,1,2020-04-12,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,1693,65,2020-04-11,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,3,0,2020-03-27,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,226,25,2020-03-24,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2491,166,2020-04-22,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,0,0,2020-03-14,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Deaths,,63,3,2020-04-17,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,1112,146,2020-04-04,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,2,0,2020-02-23,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-02-09,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,3,0,2020-03-10,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,1930,83,2020-04-15,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-01-26,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
Confirmed,,0,0,2020-01-27,"San Diego, California, US",US,California,San Diego,US,USA,6073,33.03484597,-116.7365326,3338330,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,2020-04-27T23:16:29
